Filename,country,Latitude,Longitude
New_Zealand_-42.951465_171.568415.jpg,New_Zealand,-42.951465,171.568415
United_States_40.590224_-77.567091.jpg,United_States,40.590224,-77.567091
United_States_30.246620_-92.829508.jpg,United_States,30.246620,-92.829508
India_27.071498_80.516611.jpg,India,27.071498,80.516611
Spain_38.259079_-5.714172.jpg,Spain,38.259079,-5.714172
Brazil_-7.629828_-72.875684.jpg,Brazil,-7.629828,-72.875684
Norway_59.104949_7.507573.jpg,Norway,59.104949,7.507573
Brazil_-8.792545_-64.097878.jpg,Brazil,-8.792545,-64.097878
Russia_55.229662_61.720459.jpg,Russia,55.229662,61.720459
India_27.695283_75.635803.jpg,India,27.695283,75.635803
Mexico_18.594655_-96.479389.jpg,Mexico,18.594655,-96.479389
Russia_62.398592_114.353178.jpg,Russia,62.398592,114.353178
Spain_39.582712_3.269493.jpg,Spain,39.582712,3.269493
India_11.166393_76.175172.jpg,India,11.166393,76.175172
Brazil_-23.637035_-55.008870.jpg,Brazil,-23.637035,-55.008870
Australia_-26.639685_145.440433.jpg,Australia,-26.639685,145.440433
Australia_-38.043653_142.924800.jpg,Australia,-38.043653,142.924800
United_States_46.828038_-123.722050.jpg,United_States,46.828038,-123.722050
Australia_-29.524717_149.658654.jpg,Australia,-29.524717,149.658654
Sweden_55.393409_14.172904.jpg,Sweden,55.393409,14.172904
Belarus_54.272266_23.882622.jpg,Belarus,54.272266,23.882622
Iceland_64.078248_-21.951578.jpg,Iceland,64.078248,-21.951578
Australia_-28.407434_121.166542.jpg,Australia,-28.407434,121.166542
Mexico_25.750003_-101.111822.jpg,Mexico,25.750003,-101.111822
Norway_59.308942_4.886065.jpg,Norway,59.308942,4.886065
United_States_35.397494_-78.503967.jpg,United_States,35.397494,-78.503967
Mexico_24.476095_-103.997233.jpg,Mexico,24.476095,-103.997233
Russia_49.418327_44.910025.jpg,Russia,49.418327,44.910025
Russia_54.779169_80.259385.jpg,Russia,54.779169,80.259385
Spain_41.519179_-1.844777.jpg,Spain,41.519179,-1.844777
Turkey_38.275179_32.410373.jpg,Turkey,38.275179,32.410373
Russia_55.380499_43.766819.jpg,Russia,55.380499,43.766819
Australia_-33.048021_117.658184.jpg,Australia,-33.048021,117.658184
Thailand_16.938996_102.586282.jpg,Thailand,16.938996,102.586282
United_States_32.488473_-116.971085.jpg,United_States,32.488473,-116.971085
Greece_38.113249_20.527332.jpg,Greece,38.113249,20.527332
Croatia_45.715542_16.438267.jpg,Croatia,45.715542,16.438267
Finland_63.931550_23.923433.jpg,Finland,63.931550,23.923433
United_States_36.916444_-107.907403.jpg,United_States,36.916444,-107.907403
Finland_62.103068_30.122769.jpg,Finland,62.103068,30.122769
Denmark_55.052855_15.062150.jpg,Denmark,55.052855,15.062150
Argentina_-24.346550_-66.062451.jpg,Argentina,-24.346550,-66.062451
Russia_55.204729_59.583542.jpg,Russia,55.204729,59.583542
Bulgaria_42.520452_27.459815.jpg,Bulgaria,42.520452,27.459815
Indonesia_2.686838_99.496971.jpg,Indonesia,2.686838,99.496971
United_States_28.444258_-96.418470.jpg,United_States,28.444258,-96.418470
Sweden_57.663053_11.868353.jpg,Sweden,57.663053,11.868353
Canada_54.482465_-104.203901.jpg,Canada,54.482465,-104.203901
United_States_27.993526_-82.326587.jpg,United_States,27.993526,-82.326587
Poland_54.531986_17.770196.jpg,Poland,54.531986,17.770196
Sweden_57.758438_13.495708.jpg,Sweden,57.758438,13.495708
Croatia_44.865712_13.849517.jpg,Croatia,44.865712,13.849517
Russia_61.480442_65.685161.jpg,Russia,61.480442,65.685161
Russia_53.045218_31.461920.jpg,Russia,53.045218,31.461920
Brazil_-1.566185_-60.222989.jpg,Brazil,-1.566185,-60.222989
San_Marino_43.934998_12.465673.jpg,San_Marino,43.934998,12.465673
Singapore_1.354258_103.862278.jpg,Singapore,1.354258,103.862278
United_States_38.835819_-79.246448.jpg,United_States,38.835819,-79.246448
Japan_36.275476_139.270547.jpg,Japan,36.275476,139.270547
Mexico_24.825340_-100.076473.jpg,Mexico,24.825340,-100.076473
Russia_67.944135_34.555972.jpg,Russia,67.944135,34.555972
United_States_41.983118_-121.397887.jpg,United_States,41.983118,-121.397887
Russia_62.176989_133.201188.jpg,Russia,62.176989,133.201188
Greece_36.894979_27.286337.jpg,Greece,36.894979,27.286337
Ireland_51.633327_-8.704011.jpg,Ireland,51.633327,-8.704011
Norway_59.878979_8.623795.jpg,Norway,59.878979,8.623795
Finland_68.239416_24.047369.jpg,Finland,68.239416,24.047369
Kazakhstan_50.571252_57.559190.jpg,Kazakhstan,50.571252,57.559190
Sweden_58.532392_15.073707.jpg,Sweden,58.532392,15.073707
Kazakhstan_48.704568_55.915957.jpg,Kazakhstan,48.704568,55.915957
Canada_71.986141_-125.257886.jpg,Canada,71.986141,-125.257886
Netherlands_53.384069_5.283684.jpg,Netherlands,53.384069,5.283684
United_Kingdom_57.570769_-4.698974.jpg,United_Kingdom,57.570769,-4.698974
Australia_-22.327666_147.293592.jpg,Australia,-22.327666,147.293592
United_States_41.118197_-74.580916.jpg,United_States,41.118197,-74.580916
Argentina_-30.152285_-67.972310.jpg,Argentina,-30.152285,-67.972310
Indonesia_-2.983616_108.147617.jpg,Indonesia,-2.983616,108.147617
Brazil_-8.343644_-70.229530.jpg,Brazil,-8.343644,-70.229530
Spain_42.088167_-7.220837.jpg,Spain,42.088167,-7.220837
Estonia_57.875395_25.961028.jpg,Estonia,57.875395,25.961028
Sweden_62.523236_17.823100.jpg,Sweden,62.523236,17.823100
Brazil_-20.476321_-55.272827.jpg,Brazil,-20.476321,-55.272827
Italy_40.196784_8.801645.jpg,Italy,40.196784,8.801645
Indonesia_-7.501694_111.463709.jpg,Indonesia,-7.501694,111.463709
United_States_38.311130_-79.507082.jpg,United_States,38.311130,-79.507082
United_States_45.042244_-99.173131.jpg,United_States,45.042244,-99.173131
Chile_-54.715688_-68.078992.jpg,Chile,-54.715688,-68.078992
Australia_-25.379031_142.699568.jpg,Australia,-25.379031,142.699568
France_48.768714_5.832615.jpg,France,48.768714,5.832615
Australia_-29.817344_153.288751.jpg,Australia,-29.817344,153.288751
Brazil_-10.799751_-39.635599.jpg,Brazil,-10.799751,-39.635599
Sweden_58.464185_14.975363.jpg,Sweden,58.464185,14.975363
Finland_68.817936_26.641038.jpg,Finland,68.817936,26.641038
United_States_45.502943_-123.131815.jpg,United_States,45.502943,-123.131815
France_44.320399_7.852310.jpg,France,44.320399,7.852310
Indonesia_-1.385023_119.975737.jpg,Indonesia,-1.385023,119.975737
France_47.299112_1.351954.jpg,France,47.299112,1.351954
